"Wednesday, Dec 22, 2021",None,blizzard world,5422FP,hanamura,0N957M,route 66,GY7D82,lijiang tower,5NG49J,havana,YGDD2B
"Monday, Dec 27, 2021",Browntown#2683,busan,J4BQVT,havana,CRZQS8,blizzard world,20J5VT,volskaya industries,00BJ84,king's row,T6E4TP
"Thursday, Dec 30, 2021",Klorska#7285,busan,ZRQYMB,dorado,8CYKYW,blizzard world,ENEZBJ,temple of anubis,2BCVA6,lijiang tower,C89AYY
"Wednesday, Jan 05, 2022",Ecolipse#9376,oasis,RQ00JF,king's row,8BNX7R,volskaya industries,8KD25G,dorado,AD4PJJ,havana,YVHMCZ,nepal,2DD7V5,lijiang tower,CBVJE2
"Monday, Jan 10, 2022",HuskyKay#4604,busan,7NJJ7R,hanamura,98MT01,eichenwalde,WCTGTD,dorado,33BFJB,ilios,HFC0Y4,route 66,ADKDJR
"Thursday, Jan 13, 2022",Izok#0348,nepal,FJ8RRB,watchpoint: gibraltar,D124FE,dorado,R7HR63,king's row,JVVQS6,oasis,9DRM79
"Monday, Jan 17, 2022",ToasterFridge#7644,oasis,T1HA9A,king's row,QWT815,temple of anubis,RB39RW,havana,RVY0JA,route 66,P8JV0V,lijiang tower,C8ANGV
"Wednesday, Jan 19, 2022",gloryblade#5465,ilios,GPQ2FR,oasis,96H68X,route 66,Q4AJG9,volskaya industries,882KFE,junkertown,8KDENH
"Thursday, Jan 20, 2022",HuskyKay#4604,havana,Q8P941,ilios,HAK473,hollywood,XYY04Q,volskaya industries,A9ZF9S,numbani,MPWPGZ,busan,DHAZV2
"Monday, Jan 24, 2022",Solo#8284,rialto,EX5MX8,numbani,Q3B53B,temple of anubis,2CXDSN,dorado,MKW31X,busan,YF215H,hollywood,G1SS2R,lijiang tower,SN2P9Y
"Tuesday, Jan 25, 2022",<@!305024830758060034>,lijiang tower,H8SBZ5,king's row,ADSTZ6,havana,1E5HJ4,temple of anubis,YS3VP2,eichenwalde,KSP5X7,busan,CESY81
